-0.961280035,-0.918960314,-0.520831697,-0.567501712,-0.276537469,-0.952893048,-0.507076721,-0.248231989,-0.499826219,-0.330612435,-1,
-1.145885531,1.794576723,-2.011558371,-0.590718574,-0.341293622,-1.124126026,1.263094154,1.429207444,-0.512708829,-0.38779221,1,
-0.006147253,0.579340617,-0.79050183,-0.391175487,1.495764864,-0.035171768,0.212477454,-0.079166455,-0.397100724,1.492252144,-1,
1.936223615,0.415340694,-0.608489328,-0.269147601,-0.087899981,1.995403085,0.102727051,-0.199787558,-0.320953669,-0.16025869,-1,
0.475432301,1.127628961,1.721097307,-0.329011536,1.7055639,0.447741448,0.634705618,0.644173627,-0.358826281,1.740978723,1,
-0.760621888,-0.262444554,0.427534843,-0.542265992,-0.206150347,-0.764513642,-0.27005261,-0.371379373,-0.485653608,-0.267706959,1,
-0.864964124,0.4345459,0.525759102,-0.555388567,-0.24275165,-0.862764292,0.115185551,-0.342180926,-0.493045437,-0.300515768,1,
-1.282333071,-0.596416075,0.01502903,2.476716619,-0.034769056,-1.249410789,-0.405882839,-0.408023677,2.485907696,-0.111259914,1,
-0.624174347,-0.530801361,0.170944985,-0.525105703,-0.158287103,-0.635072967,-0.381690209,-0.410499819,-0.475915217,-0.224482874,1,
1.67135486,-0.691815445,-0.290931886,-0.301532034,-0.169197107,1.705536684,-0.438881923,-0.345493262,-0.341565077,-0.23436736,-1,
0.531616582,2.624897749,1.353790596,-0.321759075,1.730040454,0.504963279,2.221474193,0.216963383,-0.354291028,1.770451079,-1,
-0.343252941,0.654723813,-0.443630141,-0.489775695,-0.059745132,-0.365154944,0.265480243,-0.285703753,-0.455608098,-0.134349232,-1,
0.836616967,-0.738224953,0.342501413,-0.282388572,1.862913177,0.818811738,-0.454003148,-0.390297216,-0.329416217,1.932100109,-1,
-0.977332687,-0.124874828,0.68819774,-0.56952057,-0.282168439,-0.967861854,-0.204914507,-0.276614196,-0.500952388,-0.335610964,1,
-1.691675692,-0.780985104,-0.462953804,2.344603065,-0.18762264,-1.618743494,-0.46739535,-0.276780941,2.302913535,-0.251018111,-1,
-0.054305208,-0.592176922,0.455470076,-0.397391882,1.474784961,-0.08271841,-0.404356679,-0.363876583,-0.400869147,1.467763036,1,
0.724248404,-0.281318,-1.020163077,-0.296893494,1.813960069,0.702551509,-0.278570877,0.111615998,-0.3386307,1.872219767,-1,
0.643985145,-0.233728901,0.257409797,-0.307254153,1.778993563,0.61995981,-0.256898668,-0.403320241,-0.345176703,1.829680548,-1,
