quote_time,id_tb_StockXPeriodRecords,stock_code,open_price,high_price,low_price,close_price,period,trading_volumn,Capital,PE_TTM,PB,open_price-Order2,high_price-Order2,low_price-Order2,close_price-Order2,trading_volumn-Order2,Capital-Order2,PE_TTM-Order2,PB-Order2,Label
2017-05-15,2833,sh600221,3.2,3.19,3.22,3.18,day,398414.0,-3286.45,-61.9883040936,1.03246753247,10.24,10.1761,10.3684,10.1124,1.58733715396e+11,10800753.6025,3842.5498444,1.0659892056,-0.0031496089028963314
2017-05-12,2832,sh600221,3.18,3.2,3.21,3.17,day,394983.0,1049.95,-61.7933723197,1.02922077922,10.1124,10.24,10.3041,10.0489,1.56011570289e+11,1102395.0025,3818.42086264,1.05929541238,0.0031496089028962013
2017-05-11,2831,sh600221,3.21,3.19,3.21,3.13,day,585025.0,-831.15,-61.0136452242,1.01623376623,10.3041,10.1761,10.3041,9.7969,3.42254250625e+11,690810.3225,3722.66490354,1.03273106763,0.012698583337127343
2017-05-10,2830,sh600221,3.26,3.21,3.26,3.21,day,483188.0,-5478.94,-62.5730994152,1.04220779221,10.6276,10.3041,10.6276,10.3041,2.33470643344e+11,30018783.5236,3915.39277043,1.08619708214,-0.02523793258986265
2017-05-09,2829,sh600221,3.24,3.26,3.27,3.23,day,356237.0,2415.69,-62.962962963,1.0487012987,10.4976,10.6276,10.6929,10.4329,1.26904800169e+11,5835558.1761,3964.33470508,1.0997744139,-0.006211200092640636
2017-05-08,2828,sh600221,3.25,3.25,3.26,3.24,day,391193.0,-255.87,-63.1578947368,1.05194805195,10.5625,10.5625,10.6276,10.4976,1.53031963249e+11,65469.4569,3988.91966759,1.106594704,-0.0030911925696729694
2017-05-05,2827,sh600221,3.29,3.26,3.3,3.26,day,550115.0,388.39,-63.5477582846,1.05844155844,10.8241,10.6276,10.89,10.6276,3.02626513225e+11,150846.7921,4038.317583,1.12029853264,-0.006153865574378112
2017-05-04,2826,sh600221,3.3,3.27,3.31,3.26,day,511202.0,-3747.76,-63.5477582846,1.05844155844,10.89,10.6929,10.9561,10.6276,2.61327484804e+11,14045705.0176,4038.317583,1.12029853264,0.0
2017-05-03,2825,sh600221,3.31,3.31,3.33,3.3,day,410497.0,-756.81,-64.3274853801,1.07142857143,10.9561,10.9561,11.0889,10.89,1.68507787009e+11,572761.3761,4138.02537533,1.14795918367,-0.012195273093818243
2017-05-02,2824,sh600221,3.32,3.32,3.33,3.3,day,402302.0,-1916.93,-64.3274853801,1.07142857143,11.0224,11.0224,11.0889,10.89,1.61846899204e+11,3674620.6249,4138.02537533,1.14795918367,0.0
2017-04-28,2823,sh600221,3.32,3.34,3.34,3.31,day,379849.0,-456.64,-64.522417154,1.07467532468,11.0224,11.1556,11.1556,10.9561,1.44285262801e+11,208520.0896,4163.14231539,1.15492705347,-0.0030257209165370676
2017-04-27,2822,sh600221,3.34,3.33,3.34,3.28,day,792621.0,-4033.1,-63.9376218324,1.06493506494,11.1556,11.0889,11.1556,10.7584,6.28248049641e+11,16265895.61,4088.01948558,1.13408669253,0.009104766992919287
2017-04-26,2821,sh600221,3.37,3.34,3.37,3.33,day,469978.0,-5351.18,-64.9122807018,1.08116883117,11.3569,11.1556,11.3569,11.0889,2.20879320484e+11,28635127.3924,4213.6041859,1.16892604149,-0.015128881596300202
2017-04-25,2820,sh600221,3.37,3.37,3.38,3.35,day,460299.0,-3939.35,-65.3021442495,1.08766233766,11.3569,11.3569,11.4244,11.2225,2.11875169401e+11,15518478.4225,4264.37004358,1.18300936077,-0.005988041844622557
2017-04-24,2819,sh600221,3.39,3.39,3.4,3.33,day,1088810.0,-759.8,-64.9122807018,1.08116883117,11.4921,11.4921,11.56,11.0889,1.1855072161e+12,577296.04,4213.6041859,1.16892604149,0.005988041844622693
2017-04-21,2818,sh600221,3.38,3.4,3.41,3.36,day,651747.0,1893.23,-65.4970760234,1.09090909091,11.4244,11.56,11.6281,11.2896,4.24774152009e+11,3584319.8329,4289.86696761,1.19008264463,-0.008968669982760375
2017-04-20,2817,sh600221,3.39,3.39,3.4,3.35,day,670982.0,-3845.62,-65.3021442495,1.08766233766,11.4921,11.4921,11.56,11.2225,4.50216844324e+11,14788793.1844,4264.37004358,1.18300936077,0.00298062813813772
2017-04-19,2816,sh600221,3.4,3.4,3.41,3.35,day,960598.0,-2706.37,-65.3021442495,1.08766233766,11.56,11.56,11.6281,11.2225,9.22748517604e+11,7324438.5769,4264.37004358,1.18300936077,0.0
2017-04-18,2815,sh600221,3.43,3.41,3.46,3.4,day,588378.0,-2360.19,-66.2768031189,1.1038961039,11.7649,11.6281,11.9716,11.56,3.46188670884e+11,5570496.8361,4392.61463166,1.2185866082,-0.014815085785140587
2017-04-17,2814,sh600221,3.45,3.44,3.46,3.41,day,817256.0,-7859.74,-66.4717348928,1.10714285714,11.9025,11.8336,11.9716,11.6281,6.67907369536e+11,61775512.8676,4418.49153966,1.22576530612,-0.002936859673309825
2017-04-14,2813,sh600221,3.53,3.46,3.53,3.44,day,1780508.0,-4157.72,-67.0565302144,1.11688311688,12.4609,11.9716,12.4609,11.8336,3.17020873806e+12,17286635.5984,4496.5782444,1.24742789678,-0.008759180089881465
2017-04-13,2812,sh600221,3.43,3.51,3.59,3.42,day,2455450.0,23996.96,-66.6666666667,1.11038961039,11.7649,12.3201,12.8881,11.6964,6.0292347025e+12,575854089.242,4444.44444444,1.23296508686,0.005830920310793144
2017-04-12,2811,sh600221,3.44,3.43,3.45,3.41,day,928392.0,-3526.09,-66.4717348928,1.10714285714,11.8336,11.7649,11.9025,11.6281,8.61911705664e+11,12433310.6881,4418.49153966,1.22576530612,0.0029282597790883597
2017-04-11,2810,sh600221,3.43,3.44,3.45,3.4,day,1092936.0,-9093.94,-66.2768031189,1.1038961039,11.7649,11.8336,11.9025,11.56,1.1945091001e+12,82699744.7236,4392.61463166,1.2185866082,0.0029368596733097057
2017-04-10,2809,sh600221,3.42,3.45,3.48,3.4,day,1604855.0,1175.92,-66.2768031189,1.1038961039,11.6964,11.9025,12.1104,11.56,2.57555957102e+12,1382787.8464,4392.61463166,1.2185866082,0.0
2017-04-07,2808,sh600221,3.46,3.44,3.53,3.43,day,2612679.0,10975.65,-66.8615984405,1.11363636364,11.9716,11.8336,12.4609,11.7649,6.82609155704e+12,120464892.922,4470.47334602,1.24018595041,-0.008784829555732915
2017-04-06,2807,sh600221,3.45,3.47,3.48,3.43,day,1311710.0,1549.82,-66.8615984405,1.11363636364,11.9025,12.0409,12.1104,11.7649,1.7205831241e+12,2401942.0324,4470.47334602,1.24018595041,0.0
2017-04-05,2806,sh600221,3.42,3.46,3.46,3.41,day,1235138.0,463.15,-66.4717348928,1.10714285714,11.6964,11.9716,11.9716,11.6281,1.52556587904e+12,214507.9225,4418.49153966,1.22576530612,0.00584796988242312
2017-03-31,2805,sh600221,3.4,3.45,3.48,3.38,day,1688254.0,10993.36,-65.8869395712,1.0974025974,11.56,11.9025,12.1104,11.4244,2.85020156852e+12,120853964.09,4341.08880605,1.20429246079,0.008836581800498164
2017-03-30,2804,sh600221,3.42,3.41,3.43,3.38,day,1303403.0,-1094.64,293.913043478,1.11551155116,11.6964,11.6281,11.7649,11.4244,1.69885938041e+12,1198236.7296,86384.8771267,1.24436602076,0.0
2017-03-29,2803,sh600221,3.38,3.44,3.47,3.37,day,2006819.0,3992.64,293.043478261,1.11221122112,11.4244,11.8336,12.0409,11.3569,4.02732249876e+12,15941174.1696,85874.4801512,1.23701380039,0.0029629651306570487
2017-03-28,2802,sh600221,3.45,3.41,3.45,3.4,day,706103.0,-9115.57,295.652173913,1.12211221122,11.9025,11.6281,11.9025,11.56,4.98581446609e+11,83093616.4249,87410.2079395,1.25913581457,-0.008862687257845317
2017-03-27,2801,sh600221,3.45,3.44,3.46,3.43,day,899769.0,903.45,298.260869565,1.13201320132,11.9025,11.8336,11.9716,11.7649,8.09584253361e+11,816221.9025,88959.5463138,1.28145388796,-0.008784829555732915
2017-03-24,2800,sh600221,3.42,3.44,3.46,3.41,day,1591419.0,10834.54,296.52173913,1.12541254125,11.6964,11.8336,11.9716,11.6281,2.53261443356e+12,117387257.012,87925.1417769,1.26655338801,0.00584796988242312
2017-03-23,2799,sh600221,3.39,3.42,3.44,3.39,day,1343764.0,2643.86,294.782608696,1.11881188119,11.4921,11.6964,11.8336,11.4921,1.8057016877e+12,6989995.6996,86896.7863894,1.25174002549,0.005882369903066613
2017-03-22,2798,sh600221,3.37,3.39,3.4,3.36,day,749749.0,2459.22,292.173913043,1.10891089109,11.3569,11.4921,11.56,11.2896,5.62123563001e+11,6047763.0084,85365.5954631,1.22968336438,0.008888947417245994
2017-03-21,2797,sh600221,3.37,3.38,3.39,3.37,day,367148.0,1018.28,293.043478261,1.11221122112,11.3569,11.4244,11.4921,11.3569,1.34797653904e+11,1036894.1584,85874.4801512,1.23701380039,-0.002971770389157593
2017-03-20,2796,sh600221,3.38,3.38,3.39,3.36,day,408264.0,-2480.86,292.173913043,1.10891089109,11.4244,11.4244,11.4921,11.2896,1.66679493696e+11,6154666.3396,85365.5954631,1.22968336438,0.00297177038915748
2017-03-17,2795,sh600221,3.42,3.38,3.43,3.37,day,731970.0,-5909.59,293.043478261,1.11221122112,11.6964,11.4244,11.7649,11.3569,5.357800809e+11,34923253.9681,85874.4801512,1.23701380039,-0.002971770389157593
2017-03-16,2794,sh600221,3.41,3.42,3.43,3.4,day,861352.0,-3485.96,295.652173913,1.12211221122,11.6281,11.6964,11.7649,11.56,7.41927267904e+11,12151917.1216,87410.2079395,1.25913581457,-0.008862687257845317
2017-03-15,2793,sh600221,3.39,3.41,3.43,3.38,day,921148.0,7339.11,293.913043478,1.11551155116,11.4921,11.6281,11.7649,11.4244,8.48513637904e+11,53862535.5921,86384.8771267,1.24436602076,0.005899722127188322
2017-03-14,2792,sh600221,3.39,3.39,3.41,3.38,day,575224.0,-1921.54,293.913043478,1.11551155116,11.4921,11.4921,11.6281,11.4244,3.30882650176e+11,3692315.9716,86384.8771267,1.24436602076,0.0
2017-03-13,2791,sh600221,3.38,3.4,3.4,3.35,day,715938.0,3271.86,291.304347826,1.10561056106,11.4244,11.56,11.56,11.2225,5.12567219844e+11,10705067.8596,84858.2230624,1.22237471272,0.008915363657952329
2017-03-10,2790,sh600221,3.38,3.38,3.41,3.37,day,651453.0,-2047.68,293.043478261,1.11221122112,11.4244,11.4244,11.6281,11.3569,4.24391011209e+11,4192993.3824,85874.4801512,1.23701380039,-0.005952398527295273
2017-03-09,2789,sh600221,3.39,3.38,3.41,3.36,day,660597.0,-769.69,292.173913043,1.10891089109,11.4921,11.4244,11.6281,11.2896,4.36388396409e+11,592422.6961,85365.5954631,1.22968336438,0.00297177038915748
2017-03-08,2788,sh600221,3.38,3.39,3.41,3.37,day,601707.0,4766.73,293.043478261,1.11221122112,11.4244,11.4921,11.6281,11.3569,3.62051313849e+11,22721714.8929,85874.4801512,1.23701380039,-0.002971770389157593
2017-03-07,2787,sh600221,3.4,3.38,3.41,3.37,day,576461.0,-3317.0,293.043478261,1.11221122112,11.56,11.4244,11.6281,11.3569,3.32307284521e+11,11002489.0,85874.4801512,1.23701380039,0.0
2017-03-06,2786,sh600221,3.38,3.4,3.41,3.37,day,553190.0,5219.17,293.043478261,1.11221122112,11.4244,11.56,11.6281,11.3569,3.060191761e+11,27239735.4889,85874.4801512,1.23701380039,0.0
2017-03-03,2785,sh600221,3.39,3.39,3.39,3.36,day,722323.0,759.49,292.173913043,1.10891089109,11.4921,11.4921,11.4921,11.2896,5.21750516329e+11,576825.0601,85365.5954631,1.22968336438,0.00297177038915748
2017-03-02,2784,sh600221,3.42,3.39,3.43,3.39,day,687816.0,-6071.27,294.782608696,1.11881188119,11.6964,11.4921,11.7649,11.4921,4.73090849856e+11,36860319.4129,86896.7863894,1.25174002549,-0.008888947417246152
2017-03-01,2783,sh600221,3.41,3.42,3.46,3.4,day,982565.0,94.66,295.652173913,1.12211221122,11.6281,11.6964,11.9716,11.56,9.65433979225e+11,8960.5156,87410.2079395,1.25913581457,-0.002945510229756803
2017-02-28,2782,sh600221,3.4,3.41,3.42,3.39,day,555992.0,-1222.2,294.782608696,1.11881188119,11.56,11.6281,11.6964,11.4921,3.09127104064e+11,1493772.84,86896.7863894,1.25174002549,0.0029455102297567446
2017-02-27,2781,sh600221,3.44,3.41,3.45,3.4,day,1352283.0,-16264.19,295.652173913,1.12211221122,11.8336,11.6281,11.9025,11.56,1.82866931209e+12,264523876.356,87410.2079395,1.25913581457,-0.002945510229756803
2017-02-24,2780,sh600221,3.41,3.49,3.53,3.39,day,2541810.0,29759.72,294.782608696,1.11881188119,11.6281,12.1801,12.4609,11.4921,6.4607980761e+12,885640934.478,86896.7863894,1.25174002549,0.0029455102297567446
2017-02-23,2779,sh600221,3.42,3.41,3.45,3.4,day,919427.0,1887.9,295.652173913,1.12211221122,11.6964,11.6281,11.9025,11.56,8.45346008329e+11,3564166.41,87410.2079395,1.25913581457,-0.002945510229756803
2017-02-22,2778,sh600221,3.43,3.43,3.45,3.41,day,831101.0,-5382.54,296.52173913,1.12541254125,11.7649,11.7649,11.9025,11.6281,6.90728872201e+11,28971736.8516,87925.1417769,1.26655338801,-0.002936859673309825
2017-02-21,2777,sh600221,3.45,3.44,3.48,3.42,day,1207247.0,1886.59,297.391304348,1.12871287129,11.9025,11.8336,12.1104,11.6964,1.45744531901e+12,3559221.8281,88441.5879017,1.27399274581,-0.002928259779088334
2017-02-20,2776,sh600221,3.38,3.45,3.45,3.38,day,1735209.0,10497.43,293.913043478,1.11551155116,11.4244,11.9025,11.9025,11.4244,3.01095027368e+12,110196036.605,86384.8771267,1.24436602076,0.01176484157958643
2017-02-17,2775,sh600221,3.41,3.38,3.43,3.37,day,1158810.0,-11200.32,293.043478261,1.11221122112,11.6281,11.4244,11.7649,11.3569,1.3428406161e+12,125447168.102,85874.4801512,1.23701380039,0.0029629651306570487
2017-02-16,2774,sh600221,3.38,3.42,3.44,3.36,day,1465449.0,4195.97,292.173913043,1.10891089109,11.4244,11.6964,11.8336,11.2896,2.1475407716e+12,17606164.2409,85365.5954631,1.22968336438,0.00297177038915748
2017-02-15,2773,sh600221,3.38,3.39,3.45,3.37,day,2262413.0,6910.8,293.043478261,1.11221122112,11.4244,11.4921,11.9025,11.3569,5.11851258257e+12,47759156.64,85874.4801512,1.23701380039,-0.002971770389157593
2017-02-14,2772,sh600221,3.39,3.38,3.4,3.36,day,926788.0,-871.74,292.173913043,1.10891089109,11.4921,11.4244,11.56,11.2896,8.58935996944e+11,759930.6276,85365.5954631,1.22968336438,0.00297177038915748
2017-02-13,2771,sh600221,3.35,3.39,3.4,3.35,day,1454122.0,10491.4,291.304347826,1.10561056106,11.2225,11.4921,11.56,11.2225,2.11447079088e+12,110069473.96,84858.2230624,1.22237471272,0.00298062813813772
2017-02-10,2770,sh600221,3.34,3.36,3.37,3.33,day,1482273.0,10101.37,289.565217391,1.09900990099,11.1556,11.2896,11.3569,11.0889,2.19713324653e+12,102037675.877,83848.0151229,1.20782276247,0.005988041844622693
2017-02-09,2769,sh600221,3.34,3.35,3.39,3.33,day,2287462.0,2521.9,289.565217391,1.09900990099,11.1556,11.2225,11.4921,11.0889,5.23248240144e+12,6359979.61,83848.0151229,1.20782276247,0.0
2017-02-08,2768,sh600221,3.32,3.34,3.34,3.3,day,565323.0,-36.0,286.956521739,1.08910891089,11.0224,11.1556,11.1556,10.89,3.19590094329e+11,1296.0,82344.0453686,1.18615821978,0.009049835519918076
2017-02-07,2767,sh600221,3.32,3.32,3.33,3.31,day,285772.0,-493.96,287.826086957,1.09240924092,11.0224,11.0224,11.0889,10.9561,81665635984.0,243996.4816,82843.8563327,1.19335794966,-0.0030257209165370676
2017-02-06,2766,sh600221,3.32,3.33,3.33,3.31,day,421356.0,-3171.44,287.826086957,1.09240924092,11.0224,11.0889,11.0889,10.9561,1.77540878736e+11,10058031.6736,82843.8563327,1.19335794966,0.0
2017-02-03,2765,sh600221,3.33,3.32,3.34,3.31,day,325774.0,-2573.4,287.826086957,1.09240924092,11.0889,11.0224,11.1556,10.9561,1.06128699076e+11,6622387.56,82843.8563327,1.19335794966,0.0
2017-01-26,2764,sh600221,3.35,3.34,3.35,3.33,day,512800.0,-3565.58,289.565217391,1.09900990099,11.2225,11.1556,11.2225,11.0889,2.6296384e+11,12713360.7364,83848.0151229,1.20782276247,-0.006024114603380902
2017-01-25,2763,sh600221,3.33,3.35,3.35,3.32,day,421994.0,3036.88,288.695652174,1.09570957096,11.0889,11.2225,11.2225,11.0224,1.78078936036e+11,9222640.1344,83345.1795841,1.20057946389,0.0030075210639553224
2017-01-24,2762,sh600221,3.34,3.33,3.34,3.32,day,470472.0,-8.5,288.695652174,1.09570957096,11.1556,11.0889,11.1556,11.0224,2.21343902784e+11,72.25,83345.1795841,1.20057946389,0.0
2017-01-23,2761,sh600221,3.34,3.34,3.36,3.33,day,684921.0,578.87,289.565217391,1.09900990099,11.1556,11.1556,11.2896,11.0889,4.69116776241e+11,335090.4769,83848.0151229,1.20782276247,-0.0030075210639553284
2017-01-20,2760,sh600221,3.32,3.34,3.35,3.31,day,595350.0,3274.37,287.826086957,1.09240924092,11.0224,11.1556,11.2225,10.9561,3.544416225e+11,10721498.8969,82843.8563327,1.19335794966,0.006024114603380876
2017-01-19,2759,sh600221,3.31,3.33,3.35,3.3,day,638624.0,407.31,286.956521739,1.08910891089,10.9561,11.0889,11.2225,10.89,4.07840613376e+11,165901.4361,82344.0453686,1.18615821978,0.0030257209165371114
2017-01-18,2758,sh600221,3.3,3.32,3.33,3.29,day,561639.0,615.11,286.086956522,1.08580858086,10.89,11.0224,11.0889,10.8241,3.15438366321e+11,378360.3121,81845.7466919,1.17898027427,0.0030349036951538896
2017-01-17,2757,sh600221,3.3,3.3,3.31,3.28,day,361158.0,-1756.2,285.217391304,1.08250825083,10.89,10.89,10.9561,10.7584,1.30435100964e+11,3084238.44,81348.9603025,1.1718241131,0.003044142381228273
2017-01-16,2756,sh600221,3.29,3.31,3.33,3.25,day,1524834.0,6209.92,282.608695652,1.07260726073,10.8241,10.9561,11.0889,10.5625,2.32511872756e+12,38563106.4064,79867.6748582,1.15048633576,0.00918842605440617
2017-01-13,2755,sh600221,3.28,3.29,3.31,3.27,day,628863.0,1327.06,284.347826087,1.07920792079,10.7584,10.8241,10.9561,10.6929,3.95468672769e+11,1761088.2436,80853.6862004,1.1646897363,-0.006134988567515944
2017-01-12,2754,sh600221,3.28,3.29,3.3,3.28,day,491098.0,-1750.82,285.217391304,1.08250825083,10.7584,10.8241,10.89,10.7584,2.41177245604e+11,3065370.6724,81348.9603025,1.1718241131,-0.0030534374868902317
2017-01-11,2753,sh600221,3.32,3.29,3.33,3.28,day,1162547.0,-8505.51,285.217391304,1.08250825083,11.0224,10.8241,11.0889,10.7584,1.35151552721e+12,72343700.3601,81348.9603025,1.1718241131,0.0
2017-01-10,2752,sh600221,3.29,3.35,3.47,3.27,day,2393651.0,17585.19,284.347826087,1.07920792079,10.8241,11.2225,12.0409,10.6929,5.7295651098e+12,309238907.336,80853.6862004,1.1646897363,0.003053437486890248
2017-01-09,2751,sh600221,3.27,3.29,3.31,3.25,day,660515.0,6718.5,282.608695652,1.07260726073,10.6929,10.8241,10.9561,10.5625,4.36280065225e+11,45138242.25,79867.6748582,1.15048633576,0.006134988567515929
2017-01-06,2750,sh600221,3.3,3.27,3.3,3.27,day,393296.0,-2322.08,284.347826087,1.07920792079,10.89,10.6929,10.89,10.6929,1.54681743616e+11,5392055.5264,80853.6862004,1.1646897363,-0.006134988567515944
2017-01-05,2749,sh600221,3.29,3.3,3.3,3.28,day,513143.0,-1778.82,285.217391304,1.08250825083,10.8241,10.89,10.89,10.7584,2.63315738449e+11,3164200.5924,81348.9603025,1.1718241131,-0.0030534374868902317
2017-01-04,2748,sh600221,3.27,3.29,3.29,3.27,day,463415.0,565.17,284.347826087,1.07920792079,10.6929,10.8241,10.8241,10.6929,2.14753462225e+11,319417.1289,80853.6862004,1.1646897363,0.003053437486890248
2017-01-03,2747,sh600221,3.25,3.28,3.28,3.25,day,299780.0,1061.6,282.608695652,1.07260726073,10.5625,10.7584,10.7584,10.5625,89868048400.0,1126994.56,79867.6748582,1.15048633576,0.006134988567515929
2016-12-30,2746,sh600221,3.25,3.26,3.27,3.24,day,342985.0,913.24,41.91461837,1.06930693069,10.5625,10.6276,10.6929,10.4976,1.17638710225e+11,834007.2976,1756.8352331,1.14341731203,0.0030816665374081144
2016-12-29,2745,sh600221,3.24,3.26,3.26,3.24,day,278644.0,-414.43,41.91461837,1.06930693069,10.4976,10.6276,10.6276,10.4976,77642478736.0,171752.2249,1756.8352331,1.14341731203,0.0
2016-12-28,2744,sh600221,3.25,3.26,3.27,3.24,day,384147.0,-1025.4,41.91461837,1.06930693069,10.5625,10.6276,10.6929,10.4976,1.47568917609e+11,1051445.16,1756.8352331,1.14341731203,0.0
2016-12-27,2743,sh600221,3.25,3.25,3.26,3.24,day,286297.0,-2669.46,41.91461837,1.06930693069,10.5625,10.5625,10.6276,10.4976,81965972209.0,7126016.6916,1756.8352331,1.14341731203,0.0
2016-12-26,2742,sh600221,3.26,3.26,3.27,3.22,day,583425.0,231.19,41.6558861578,1.06270627063,10.6276,10.6276,10.6929,10.3684,3.40384730625e+11,53448.8161,1735.21285159,1.12934461763,0.00619197024792098
2016-12-23,2741,sh600221,3.29,3.28,3.3,3.26,day,811694.0,-1582.35,42.1733505821,1.07590759076,10.8241,10.7584,10.89,10.6276,6.58847149636e+11,2503831.5225,1778.59149932,1.15757714385,-0.012345835822299266
2016-12-22,2740,sh600221,3.31,3.3,3.34,3.28,day,1097997.0,-4933.08,42.4320827943,1.08250825083,10.9561,10.89,11.1556,10.7584,1.20559741201e+12,24335278.2864,1800.48165026,1.1718241131,-0.006116227017436094
2016-12-21,2739,sh600221,3.23,3.34,3.39,3.22,day,2180035.0,23469.04,41.6558861578,1.06270627063,10.4329,11.1556,11.4921,10.3684,4.75255260122e+12,550795838.522,1735.21285159,1.12934461763,0.018462062839735352
2016-12-20,2738,sh600221,3.23,3.23,3.24,3.21,day,432662.0,-566.76,41.5265200517,1.05940594059,10.4329,10.4329,10.4976,10.3041,1.87196406244e+11,321216.8976,1724.45186761,1.12234094697,0.003110422414392552
2016-12-19,2737,sh600221,3.23,3.23,3.25,3.22,day,403486.0,805.18,41.6558861578,1.06270627063,10.4329,10.4329,10.5625,10.3684,1.62800952196e+11,648314.8324,1735.21285159,1.12934461763,-0.0031104224143925024
2016-12-16,2736,sh600221,3.23,3.23,3.24,3.21,day,276353.0,-1686.01,41.5265200517,1.05940594059,10.4329,10.4329,10.4976,10.3041,76370980609.0,2842629.7201,1724.45186761,1.12234094697,0.003110422414392552
2016-12-15,2735,sh600221,3.22,3.22,3.25,3.21,day,497256.0,-2485.7,41.5265200517,1.05940594059,10.3684,10.3684,10.5625,10.3041,2.47263529536e+11,6178704.49,1724.45186761,1.12234094697,0.0
2016-12-14,2734,sh600221,3.25,3.23,3.26,3.22,day,514355.0,-3953.32,41.6558861578,1.06270627063,10.5625,10.4329,10.6276,10.3684,2.64561066025e+11,15628739.0224,1735.21285159,1.12934461763,-0.0031104224143925024
2016-12-13,2733,sh600221,3.26,3.26,3.27,3.23,day,517540.0,-417.99,41.7852522639,1.06600660066,10.6276,10.6276,10.6929,10.4329,2.678476516e+11,174715.6401,1746.00730676,1.13637007265,-0.0031007776782481593
2016-12-12,2732,sh600221,3.33,3.27,3.33,3.24,day,1127919.0,-5087.1,41.91461837,1.06930693069,11.0889,10.6929,11.0889,10.4976,1.27220127056e+12,25878586.41,1756.8352331,1.14341731203,-0.0030911925696729694
2016-12-09,2731,sh600221,3.32,3.33,3.34,3.31,day,563699.0,-2365.17,42.8201811125,1.09240924092,11.0224,11.0889,11.1556,10.9561,3.17756562601e+11,5594029.1289,1833.56791051,1.19335794966,-0.02137485958473345
2016-12-08,2730,sh600221,3.33,3.33,3.35,3.32,day,449545.0,-1516.89,42.9495472186,1.09570957096,11.0889,11.0889,11.2225,11.0224,2.02090707025e+11,2300955.2721,1844.66360629,1.20057946389,-0.0030165935394255677
2016-12-07,2729,sh600221,3.33,3.34,3.34,3.31,day,571828.0,-973.08,42.8201811125,1.09240924092,11.0889,11.1556,11.1556,10.9561,3.26987261584e+11,946884.6864,1833.56791051,1.19335794966,0.0030165935394255057
